CRM Client Id,Name,Company Type,Street,Street2,City,State,Zip,Country,Phone,Mobile,Fax,Email,Website,Salesperson,Salesperson ID,Lead Generator Name,Lead Generator ID,Lead Source,Source Notes,Chatter -- Created Date,Chatter -- Last Updated Date,Chatter -- Last Updated by ID
EA9A9908-92F1-4482-9A58-B7A0C44E47D9,24 North Hotel Key West,Property Itself,3820 North Roosevelt Blvd,,Key West,FL,33040,United States,(305) 320-0940,,,,http://www.24northhotel.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,21:26.8,BE86AE57-6A2A-4142-89C9-135A36C80086
602D7767-EB8F-4BF1-A240-7C4A78E1FC62,"340 Biscayne Owner, LLC",Management Company,340 Biscayne Blvd,,Miami,FL,33132,United States,305-371-4400,,,NULL,, ,NULL, ,NULL,NULL,,00:00.0,33:23.2,6481A1B6-3C7C-4489-841F-FA6E73A11321
D7C958E7-F007-4E41-A4D7-A1DF303C06DB,361 Turk,Property Itself,361 Turk St,,San Francisco,CA,94102,United States,(415) 329-7846,,,,https://www.livetlresidences.com/?utm_source=google_my_business&utm_medium=organic,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Customer Portfolio Expansion,AirTower,00:00.0,54:28.3,BE86AE57-6A2A-4142-89C9-135A36C80086
8DE5C1F7-FBC5-4385-9691-2732A81869DE,365 Hospitality,Management Company,2436 Mahogany Way,,Antioch,CA,94509,United States,(408) 637-0092,,,,https://www.three65hospitality.com/,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tara Dean,5B7DC672-D1F1-45D7-83B7-C942C8207A85,Telemarketing/BDR,Radisson ,00:00.0,51:26.9,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
DD294CCB-C91C-441D-9310-319B5555B550,3one3 Boutique Hotel LLC,Property Itself,313 North State Street,,Alma,MI,48801,United States,(989) 708-6850,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Old Website Form,came in oneling,00:00.0,30:41.0,BE86AE57-6A2A-4142-89C9-135A36C80086
AA3D4B25-E44B-43BB-9D64-C1BE02502634,4339 S Berryman,Property Itself,Letter returned 4339 S Berryman Ave,,Los Angeles,CA,90066,United States,1 (213) 866-4596,,,,,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Referral - MDU Consultant,PeakMade,00:00.0,46:24.0,5EF4DCDC-AD3B-47D0-9845-4238C5B84CDB
D161032B-2BAC-4F83-8278-E59E49BFDFFE,4367 S Berryman,Property Itself,Letter returned 4367 S Berryman Ave,,Los Angeles,CA,90066,United States,0000000000,,,,,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Referral - MDU Consultant,Peakmade,00:00.0,45:50.6,5EF4DCDC-AD3B-47D0-9845-4238C5B84CDB
794AF644-F356-46DD-AD1B-508D48C9A55C,45 Steps - The Culinary Beachside Inn,Property Itself,29 Old Queens Road,,Goose River,Prince Edward Island,C0A 2A0,Canada,(902) 961-3410,,,,https://45stepsinn.ca/en/ ,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Old Website Form,Came in online,00:00.0,53:24.1,BE86AE57-6A2A-4142-89C9-135A36C80086
D68432B0-240E-4328-AE66-AB6C6DEC78B8,5 Bars LLC,Management Company, 1101 N Congress Ave ,Suite 201,Boynton Beach,FL,33426,United States,949-933-6851,,,,http://fivebarsinside.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,39:28.6,C04CE155-DB23-4A4E-AD97-341DBF95CD84
CC7BC672-2437-44D8-9B8F-792DFAF11F64,50 Third Street Owner LPdba Park Central Hotel SF,Management Company,50 Third Street,,San Francisco,CA,94103,United States,,,,NULL,, ,NULL, ,NULL,NULL,,00:00.0,53:58.7,50701B8D-092F-4BFD-97C5-72C35AF9EC7C
18C06CA5-AE64-456A-955F-7A7B11D924EF,587 Eddy St ,Property Itself,587 Eddy St ,,San Francisco ,CA,94109,United States,(415) 872-7189,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,51:02.3,38897A15-8DF6-4D6C-9FFF-C492BD35B040
82A5824F-C399-464E-AFA0-A6469FC164F5,"613 N. Wells Street, LLC (Found Places Chicago) ",Property Itself,613 N Wells St,,Chicago ,,60654,United States,(224) 243-6863,(224) 24,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Mike Foley,00:00.0,00:41.0,BE86AE57-6A2A-4142-89C9-135A36C80086
8E5FDD15-5B89-40C6-A7A5-7A728AF9D931,626 Wilton Place,Property Itself,Letter returned 626 Wilton Place,,Los Angeles,CA,90004,United States,0000000000,,,,,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Rowdy Smith,AC3D3832-E690-44F2-88F2-DB12CF9F0F30,Referral - MDU Consultant,Peakmade,00:00.0,54:48.3,D6D5FBF6-E157-4ACC-9121-CEC5F78EFA78
B864A8C1-9154-4F33-B077-74E986DF5714,97 Columbia Heights,Property Itself,97 Columbia Heights,,Brooklyn,NY,11201,United States,(949) 416-4272,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Mike Foley,00:00.0,29:12.7,BE86AE57-6A2A-4142-89C9-135A36C80086
7F19EE47-A447-4F9F-B471-94097454EE62,AB Berthing,Church,6331 Hollywood Blvd,,Los Angeles,CA,90028,United States,323-960-3550,,,NULL,,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,NULL,NULL,,00:00.0,40:31.0,7352A30D-B9FD-4F36-8387-97DEDB400316
7FBD96E8-8F3D-4AAE-9B6C-4D6E2A86FA3F,Abacustel Communications Inc,Reseller,4610 SW 5th Terrace,,Miami,FL,33134,United States,(786) 528-6986,,,abilo@abacustel.net,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,NULL,41:32.5,B12081BD-089F-4177-8F9D-ADAAA1699F05
80BF4683-2CDF-4B75-AAEE-CE9A79AA5F26,Abbey Delray South,Property Itself,1717 Homewood Blvd,,Delray Beach,FL,33445,United States,(561) 272-9600,,,,http://www.abbeydelraysouth.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,27:43.3,BE86AE57-6A2A-4142-89C9-135A36C80086
6A87A7BA-5AF3-4B28-A249-775CB4895E13,Acapulco Hotel and Resort,Property Itself,3505 South Atlantic Ave.,,Daytona Beach Shores,FL,32118,United States,(386) 761-2210,,(386) 761-2216,,www.acapulcoinn.com, ,NULL, ,NULL,NULL,,00:00.0,26:44.6,BE86AE57-6A2A-4142-89C9-135A36C80086
8CC86864-685B-4623-9AF5-4D2E85E3CCE0,Access Hotels & Resorts,Management Company,215 Celebration Place,Suite 115,Celebration,FL,34747,United States,469-576-1641,972-869-7607,972-869-7608,NULL,http://accesshospitality.com/contact-a-professional-hotel-management/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,47:17.2,7352A30D-B9FD-4F36-8387-97DEDB400316
869EB55A-077D-4212-9384-C81EA73BE856,Actioncable Inc,3rd Party Vendor,4500 Capewood Terrace,,Fremont,CA,94538,United States,408-857-7984,650-537-6463,,NULL,www.actioncable.com, ,NULL, ,NULL,NULL,,00:00.0,46:39.3,50701B8D-092F-4BFD-97C5-72C35AF9EC7C
7838091D-178C-488D-B03C-E38E08AF313F,Adler Hospice ,Property Itself,24419 Millstream Dr ,,Aldie ,VA,20105,United States,(703) 957-1800,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Old Website Form,Michael Reed ,00:00.0,06:36.1,E605B726-1BE0-4C4F-8547-0FA30CA28B2B
265A451B-317A-4F61-B85C-0D4CCA3CE921,Adler Lodge Alpe,Property Itself,Via Piz 11,,Alpe Di Suisi,,39040,Italy,0471723000,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Referral - Italy Sales Partner,Danilo,00:00.0,44:56.7,BE86AE57-6A2A-4142-89C9-135A36C80086
EC9BDE87-3B66-4427-8EEC-836D578F2510,Advanced Electronic Systems,Reseller,26801 Old 41 Road,Suite 6,Bonita Springs,FL,34135,United States,(239) 992-2223,,,jrubush@advanced-esi.com,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,NULL,33:14.6,7352A30D-B9FD-4F36-8387-97DEDB400316
B0BC0394-0F82-4879-95AF-79F403A5CC22,Advanced Technical Sales,Reseller,641 NE 26th Court,,Pompano Beach,FL,33064,United States,(954 )788-9001 x6210,,,bboughen@atechsales.com,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,NULL,NULL,NULL,NULL
348E2ED1-0C3D-4405-B2EA-3FB98DACB06F,Advantage Networks,3rd Party Vendor,600 N. Brand Blvd,Suite 230,Glendale,CA,91203,United States,(818) 649-5718,,,ian.peters@advn.com,,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,NULL,NULL,,NULL,32:47.7,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
7A1A1095-A0AE-4014-8FE0-29F21C70667D,Aemilia Hotel,Property Itself,"Via G. Zaccherini Alvisi, 16 ",,Bologna,,40138,Italy,+36 67 202 262,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Referral - Italy Sales Partner,came from LB Sistemi - LG reseller Italy,00:00.0,18:39.5,F3139F81-B19D-4E7B-9074-2BAF83182E86
CA6EE9DD-6688-43B8-AA0F-98E77DAB1398,"Agua Caliente, Casino & Hotel",Property Itself,32250 Bob Hope Drive,,Rancho Mirage,CA,92270,United States,(760) 883-1000,,,tmarleu@accmail.com,,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,NULL,NULL,,NULL,54:39.1,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
C8391BD1-5696-469C-86D1-9D22706D9C6B,AHH! Management Group,Management Company,400 Ring Road,,Elizabethtown,KY,42701,United States,270-268-8599,,,NULL,https://www.facebook.com/AHHMGMT/info,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,47:23.0,7352A30D-B9FD-4F36-8387-97DEDB400316
0DA17FCC-9FF3-432E-B13F-A9B6C8866268,Aiden by Best Western Sedona ,Property Itself,2545 W. State Route 89A,,Sedona,AZ,86336,United States,(928) 282-1533,,,,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Old Website Form,came in online,00:00.0,12:10.1,BE86AE57-6A2A-4142-89C9-135A36C80086
541863A6-856F-42D3-91EF-2DDFB53964E8,AIGGRE Nashville Hotel Investor LLC,Management Company,2908 Poston Ave,,Nashville,TN,37203,United States,,,,NULL,, ,NULL, ,NULL,NULL,,00:00.0,14:01.2,50701B8D-092F-4BFD-97C5-72C35AF9EC7C
3CC02B80-F39B-4589-ABA3-040D8AA8812C,Airtel Plaza Hotel,Property Itself,7277 Valjean Avenue,,Van Nuys,CA,91406,United States,(818) 997-7676,,,john@airtelplaza.com,www.airtelplaza.com,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B, ,NULL,NULL,,NULL,54:49.6,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
231826E7-684B-4B79-9395-81DF9CCA050E,AirTower Networks ,Management Company,900 15th St NW,,Washington  ,DC,20005,United States,(877) 327-1785,,,,airtower.com,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral - Agent Partner,Shayne Rose ,00:00.0,36:49.1,BE86AE57-6A2A-4142-89C9-135A36C80086
85384886-D2B0-4653-BA96-9DF16E3C6CAF,Airwave LLC,Reseller,9865 NW 307th Avenue,,North Plains,OR,97133,United States,503-647-5999,503-332-2083,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,06:25.5,BE86AE57-6A2A-4142-89C9-135A36C80086
CDF2ABD6-DE56-4984-A129-FA35C2221A41,"Ala Wai House, LLC",Property Itself,2411 Ala Wai Blvd,,Honolulu,HI,96815,United States,(808) 202-7304,(424) 291-5859,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,29:24.9,BE86AE57-6A2A-4142-89C9-135A36C80086
8E40BF3E-206A-4D39-8D73-3C581A16B48C,"Alaia Belize, Autograph Collection",Property Itself,W24G+54V Ambergris Caye,"PO Box, 266 Sea Grape Drive",San Pedro,,Belize ,Belize,(501) 226-3100,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Referral,Clive Hodge ,00:00.0,02:41.7,BE86AE57-6A2A-4142-89C9-135A36C80086
FFA3769F-0329-46CF-B5AA-C694A3E9887A,Alden Beach Resort,Property Itself,5900 Gulf Blvd.,,St. Petersburg Beach,FL,33706,United States,(727) 360-7081,,727-360-5957,satterfielda@aldenbeachresort.com,www.aldenbeachresort.com,Cathy Ferrel,DF22CE8D-1256-4A1D-B8EA-810C881AA2C7, ,NULL,NULL,,NULL,24:48.9,845D637B-4650-4D94-857D-77EB2D97187C
A6E2D682-296F-4B0E-B04F-B069764162A5,Aliz Hotel ,Property Itself,310 W 40th St ,,New York,NY,10018,United States,(646) 609-5122,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,tele-auto,00:00.0,53:33.4,8FF1356F-7276-4B21-BF4C-3D91DC4F3B53
1FB496F5-1240-4F1D-8EA3-F92D9974A366,Allegany County Government,Government,701 Kelly Road,,Cumberland ,MD,21502,United States,301.777.2438,240.580.6178,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Blog/Article,,00:00.0,21:39.8,B12081BD-089F-4177-8F9D-ADAAA1699F05
C983FE79-E845-4A43-A77D-D6C1A7487E6C,Allegria Hotel ,Property Itself,80 West Broadway ,,Long Beach ,NY,11561,United States,(516) 889-1300,,,,https://www.allegriahotelny.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Highgate ,00:00.0,56:44.4,A4247FC0-EE48-4528-8659-7B607A065EFF
4A96DDCF-06D4-4C82-861B-4D215E8C41E1,Aloft Manhattan Downtown - Financial District,Property Itself,49-53 Ann Street,,New York,NY,10038,United States,(212) 513-0003,,,,http://www.aloftmanhattandowntown.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,28:32.8,38897A15-8DF6-4D6C-9FFF-C492BD35B040
C8985D52-0986-4A9C-83CE-B43DAD517173,Aloft Nashville West End,Property Itself,1719 West End Ave,,Nashville,TN,37203,United States,(615) 329-4200,,,,https://www.marriott.com/en-us/hotels/bnawl-aloft-nashville-west-end/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Turnberry ,00:00.0,36:43.1,E0BC07BD-4588-4661-849D-6FA294A6EC88
0B9E1214-B121-49D3-9154-434DF78DA7A6,Aloft Phoenix Airport ,Property Itself,4450 E Washington St,,Phoenix,AZ,85034,United States,602.275.6300,,,NULL,http://www.aloftphoenixairport.com/?SWAQ=958P,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,07:27.9,50701B8D-092F-4BFD-97C5-72C35AF9EC7C
27A03E80-434A-4351-90BB-CBBC8E2B4FB2,Alohilani Resort Waikiki Beach,Property Itself,2490 Kalakaua Ave ,,Honolulu,HI,96815,United States,(808) 922-1233,,,,https://www.alohilaniresort.com,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Mark Gage Highgate ,00:00.0,52:58.1,E0BC07BD-4588-4661-849D-6FA294A6EC88
D32465E9-D77B-47DE-AD88-232701513D98,Alps Group of Hotels,Management Company,621 S.Hwy 101,,Solana Beach,CA,92075,United States,(858) 350-0111,,(858) 481-9177,,http://alpsgroupinc.com/, ,NULL, ,NULL,NULL,,00:00.0,00:55.9,7352A30D-B9FD-4F36-8387-97DEDB400316
27B89FD4-2AF4-4C1E-B4D3-4D0A9877C178,Ambassador Beach Condominiums,Property Itself,Do Not Mail,,Panama City Beach,FL,32413,United States,(850) 596-4378,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Stephen Durr,00:00.0,13:32.9,BE86AE57-6A2A-4142-89C9-135A36C80086
CBFB61C6-8ACC-43B0-B1C3-BB849DEB5092,"Ambassador Hotel Collection, LLC",Management Company,7134 South Yale Avenue # 400,,Tulsa,OK,74136,United States,918.583.0201,,,NULL,https://www.couryhospitality.com/ambassador-collection/, ,NULL, ,NULL,NULL,,00:00.0,01:22.4,50701B8D-092F-4BFD-97C5-72C35AF9EC7C
082D801D-654D-474A-B2FB-52252BE4956F,Ambassador Hotel Kansas City,Property Itself,1111 Grand Blvd,,Kansas City,MO,64106,United States,(816) 298-7700,,,,https://www.marriott.com/en-us/hotels/mciaa-ambassador-hotel-kansas-city-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,56:57.6,BE86AE57-6A2A-4142-89C9-135A36C80086
489D60BE-0A30-499B-BF9F-9316C42AFBA1,Ambassador Hotel Oklahoma City,Property Itself,1200 N Walker Ave,,Oklahoma City,OK,73103,United States,(405) 600-6200,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,23:21.8,BE86AE57-6A2A-4142-89C9-135A36C80086
18DB1B9F-43A0-45B5-8BC8-9466C7DC55EC,Ambassador Hotel Tulsa,Property Itself,1324 S Main St,,Tulsa,OK,74119,United States,(918) 587-8200,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,00:27.5,BE86AE57-6A2A-4142-89C9-135A36C80086
E5E0EE97-91FC-4B5C-B003-9D9615B363DD,Ambassador Hotel Wichita,Property Itself,104 S. Broadway St,,Wichita,KS,67202,United States,(316) 239-7100,,,,https://www.marriott.com/en-us/hotels/ictak-ambassador-hotel-wichita-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,Colcord Hotel ,00:00.0,03:26.4,BE86AE57-6A2A-4142-89C9-135A36C80086
01BF61E1-DAB5-4153-A2CF-D29E3465D00E,Amelia Belle Casino,Property Itself,500 Lake Palourde Rd,,Amelia,LA,70380,United States,985-631-1777,,,NULL,http://www.ameliabellecasino.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,00:00.0,18:02.5,50701B8D-092F-4BFD-97C5-72C35AF9EC7C
EA89F105-8BD6-4344-94F5-A73CD35684AC,American Jewish Univ - Brandeis Bardin Campus,Property Itself,1101 Pepper Tree Lane,,Brandeis,CA,93064,United States,.,,,NULL,,Sarah Williams,BE86AE57-6A2A-4142-89C9-135A36C80086, ,NULL,Referral,Same as American Jewish Univ existing client. Just 2nd campus. ,00:00.0,37:10.8,C04CE155-DB23-4A4E-AD97-341DBF95CD84
636DF765-9691-4E4E-A036-97FEC03CE69D,American Jewish University,Property Itself,15600 Mulholland Drive,,Los Angeles,CA,90077,United States,(310) 440-1592,,,zyalovsky@ajula.edu,http://www.ajula.edu/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,Referral,,NULL,29:45.7,BE86AE57-6A2A-4142-89C9-135A36C80086
A8541259-14A5-4767-9BCF-E33B097928B9,Americom IT,Reseller,1730 S. Federal Hwy #255,,Delray,FL,33483,United States,954-689-2100,,,,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,39:22.2,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
24068D4F-D1BA-42E3-A1F4-30BD62887268,Ami Jewelry - Silver Legacy,Retail,407 North Virginia Street,,Reno,NV,89501,United States,775-325-7260,,,,, ,NULL, ,NULL,NULL,,00:00.0,08:39.9,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
D0F3F213-D4D8-4032-977A-761E80601428,AMR Resorts,Management Company,7 Campus Boulevard,, Newtown Square,PA,19073,United States,(866) 467-3273,,,,http://www.amresorts.com/,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Other,Overall Management Company for Breathless Resorts,00:00.0,11:28.7,83921781-8409-4BDC-9315-A3CFA4D66B3C
6E13F509-BC55-48BC-B14E-EE698B2FB6DD,Anabella Hotel,Property Itself,1030 W. Katella Avenue,,Anaheim,CA,,United States,(714) 284-1108,,,,, ,NULL, ,NULL,NULL,,00:00.0,33:42.6,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
936EED5E-F0F3-4A81-8A42-AC0AA4E9275E,Anaheim Marriott Suites,Property Itself,12015 Harbor Blvd.,,Garden Grove,CA,92840,United States,(714) 750-1000,,(714) 750-9000,,www.marriotthotels.com/snaas, ,NULL, ,NULL,NULL,,00:00.0,34:03.8,CCB8D2BB-91AE-429C-9A48-853703AC0ACC
E2892135-E912-4506-B9DF-3AA02CA3A23C,Anderson Ocean Club,Property Itself,2600 N. Ocean Blvd.,,Myrtle Beach,SC,29577,United States,(843) 213-5340,,,,http://www.oceanaresorts.com/myrtle-beach-resorts/anderson-ocean-club/contact-us.asp, ,NULL, ,NULL,NULL,,00:00.0,32:14.9,BE86AE57-6A2A-4142-89C9-135A36C80086
B77E1BCA-2D58-406F-8515-704446E54DD7,Angels Baseball Stadium ,Property Itself,2000 East Gene Autry Way,,Anaheim,CA,92806,United States,,,,,http://fivebarsinside.com/,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321, ,NULL,NULL,,00:00.0,59:56.8,BE86AE57-6A2A-4142-89C9-135A36C80086
14F5D935-B530-4A83-9F3D-E06EE1013699,Anna Maria Beach Resort ,Property Itself,6306 Gulf Drive,,Holmes Beach,FL,34217,United States,(941) 254-2888,,,,https://www.theannamariabeachresort.com/,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Old Website Form,email,00:00.0,13:10.7,E0BC07BD-4588-4661-849D-6FA294A6EC88
