CRM Client Id,Salesperson,Salesperson ID,Company Name,Management Company,Status,CRM Status,Street,Street2,City,State,Zip,Country,Phone Number,Phone2,Fax,Email,Website,Number of Rooms,Brand,Sub-brand,Estimated Opening Date,Company vs Property,CRM Property Type,Property ID,Lead Source,Lead Source ID,Lead Generator,Lead Generator.1,Source Notes,Created Date,Call Back Date,Import Status
A7013875-449D-41BF-B4BB-5DF9B2BB57BF,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Soleil Management,,New,Prospect,,,,,,,(702) 367-4010,,,,,0,,,,Unknown,,, ,, ,,,6/29/2016,,created
FCD8E56B-0B30-4CE2-8021-5ED62B39683B,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Primo Investments,,New,Prospect,310 Springcrest Drive,,Fort Mill,SC,29715,USA,(803) 547-4777,,,,,0,,,,Company,Managing Company,, ,,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Came from Aubrey,08-02-2024,,created
F34425C9-C911-49EF-9392-60253DD6FF98,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Roxy Hotel Cape Vincent,,New,Prospect,111 W Broadway St,,Cape Vincent,NY,13618,USA,(315) 501-0555,,,admin@theroxycv.com,https://www.theroxycv.com/,1,,,,Property,Hotel,, ,,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Lead from Danny.,1/28/2025,,created
69E8FFC2-9AF6-4A17-B841-6077B41509B8,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Quality Inn & Suites Hinton CNA59,,New,Prospect,782 Carmichael Lane,,Hinton ,Alberta,T7V 0A6,Canada,780.865.5255,,,,,70,Choice Hotels,Quality Inn,,Property,Hotel,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,.,3/17/2021,09-06-2023,created
F84B3DA2-5D12-4F2E-8279-6ADD767D4BDF,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Caesars Windsor,,New,Prospect,377 Riverside Dr East,,Windsor,OH,N9A 7H7,Canada,519-258-7878  ex: 22311,,,,,758,Caesar's Entertainment Corporation,,,Property,Casino/ Hotel,, ,, ,,HITEC 2017,07-06-2017,,created
F488C033-4D64-492F-87AD-6D9CEAE53B29,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Mid Continent Hospitality,,New,Prospect,,,,,,,(925) 250-2246,,,,,0,,,,Unknown,,, ,, ,,,10-05-2016,,created
74C4E097-0C3C-44EC-A8B1-75912DDE5AE3,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Mariner's Boathouse & Beach Resort,,New,Prospect,7630 Estero Blvd ,,Fort Meyers Beach,FL,33931,USA,(239) 463-8787,,,,,22,,,,Property,Advertising Co,, ,, ,,,6/28/2016,,created
99C179E8-2612-4F5E-9669-771AECE6FD1D,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,DeRose,,New,Prospect,,,,,,,(714) 772-3691,,,,,0,,,,Unknown,,, ,, ,,,9/16/2016,,created
C2A69AD8-03D8-435F-9129-7736E0FF74B5,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,PDI Communications,,New,Prospect,,,,,,,(561) 910-2308,,,,,0,,,,Unknown,,, ,, ,,,08-02-2016,,created
43285046-90DC-4957-B818-7775313127F4,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Folk Inn Ontario Airport,,New,Prospect,,,,,,,(909) 937-9700,,,,,0,,,,Unknown,,, ,, ,,,10/21/2016,,created
CA96C58C-4220-477E-B425-79646E00D22C,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tinaroo Lake Resort,,New,Prospect,,,,,,,(045) 885-7994,,,,,0,,,,Unknown,,, ,, ,,,07-02-2024,,created
D9FBC543-CC2D-47F2-A2EF-79736902CB5B,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Ramada BWI/Arundel Mills,,New,Prospect,,,,,,,(202) 497-1551,,,,,0,,,,Unknown,,, ,, ,,,3/22/2017,,created
94EC2E40-DA61-4E01-9FAA-7AEB0363A92C,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,TPG Hospitality  Management,,New,Prospect,1140 Reservoir Avenue,,Cranston,RI,02920,USA,401-946-4600,,,,http://tpghotelsandresorts.com/,0,,,,Company,Managing Company,, ,, ,,,11-03-2016,,created
091AC4F5-3A53-456D-8EC9-80744BDF50F3,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Columbus Hospitality Management ,,New,Prospect,775 Yard Stream ,,Columbus ,OH,43212,USA,614.824.1770,,,,,0,,,,Company,Managing Company,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Show Listing ,03-03-2021,10/25/2023,created
727109CB-8FEA-43B6-9259-84C3A6BF277A,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Port-O-Call Hotel,,New,Prospect,1510 Boardwalk,,Ocean City ,NJ,08226,USA,(609) 399-8812,,,,,98,,,,Property,Advertising Co,, ,, ,,,07-12-2016,,created
1835F39B-1EA6-4CE4-AE30-850AE8D92846,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Lincoln downs resort Batemans bay,,New,Prospect,,,,,,,61421110791,,,,,0,,,,Unknown,,, ,, ,,,4/26/2023,,created
4D17F0FB-6B6E-4B53-AACA-8A238694A607,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Hillston motor inn on high ,,New,Prospect,,,,,,,0411672742,,,,,0,,,,Unknown,,, ,, ,,,08-03-2023,,created
F0E93905-9364-4313-BE47-8C794B345842,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,driftwood Hospitality,,New,Prospect,11770 Florida A1A  #202,,Palm Beach,FL,33408,USA,561-207-2700,,,,driftwoodhospitality.com,0,,,,Company,Managing Company,, ,, ,,,03-08-2017,5/23/2023,created
B8ECBBCE-5CEF-45DC-AF96-8D47B072CEBC,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Billings Hotel and Convention Center,,New,Prospect,1223 Mullowney Ln #6391,,Billings,MT,59101,USA,(406) 248-7151,,,,,231,,,,Property,Advertising Co,, ,, ,,Old lead list ,8/16/2016,11/22/2022,created
3DC14E6F-36EF-477B-8B34-8FD7ADD3EA80,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,The Exeter Inn,,New,Prospect,90 Front St,,Exeter ,NH,03833,USA,(603) 772-5901,,,,,46,,,,Property,Advertising Co,, ,, ,,,08-02-2016,,created
9B81F757-3C20-44D0-9D49-9752A26A0EFA,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Sydell Group,,New,Prospect,30 W 26th ST,12Th Flr,New York,NY,10010-2011,UNITED STATES,(917)697-0669  (9176970669),,,ndemarco@sydellgroup.com,,,,,,Unknown,,, ,, ,,,6/30/2016,,created
0B409470-9A79-43BC-ACC5-97E796A8D164,Gary Patrick,A0B22857-9A0A-421B-AC63-CA49EC05AA1B,Magro,,New,Prospect,,,,,,,23540001,,,,,0,,,,Unknown,,, ,, ,,,3/16/2021,,created
3A558478-2A59-4585-AFCC-9A16B4EAE4ED,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Mandalay Holiday Resort & Tourist Park,,New,Prospect,,,,,,,0419622835,,,,,0,,,,Unknown,,, ,, ,,,5/16/2022,,created
DD34F5E5-F657-4F6C-A1E1-9B2F29C89B04,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Arena CaliFino ,Watkins Landmark Construction,New,Prospect,3301 Senior Center Drive ,,Oceanside,CA,,USA,(858) 259-1240 ,,,,,7000,,,,Property,Areana / Stadium,, ,,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,Watkins  https://www.sdsockers.com/ https://www.iconarchitects.com/athletics/arena-califino.html,06-08-2020,,created
FE3D7348-5B88-4705-9CB8-9CC00B54700C,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Srinivas Management,,New,Prospect,143 S Evangeline Oaks Cir,,Conroe,TX,77384-5013,USA,(936) 446-461,,,,,1,,,,Company,Managing Company,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Prospect from Trade Show,08-10-2021,10-04-2023,created
EF678336-B72C-46B7-87DB-A307CA67E664,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,The Amselhaus,,New,Prospect,,,,,,,(860) 248-3156,,,,,0,,,,Unknown,,, ,, ,,,2/13/2018,,created
0465A5CB-B337-4440-A388-A34FAF34849D,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Avalon Motel,,New,Prospect,,,,,,,(781) 233-4200,,,,,0,,,,Unknown,,, ,, ,,,05-09-2016,,created
B888ADD2-7913-4224-A1B0-A37578492ABE,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Cornerstone Hotel Group,,New,Prospect,2215 Renaissance Drive,,Las Vegas,NV,89119,USA,7028000850,,,,www.cornerstonehotelgroup.com,0,,,,Company,Managing Company,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,d,05-04-2021,3/15/2023,created
18BAD142-69DD-49C3-BBAA-A4D69B7C400A,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,"Buchanan Motels, LLC",,New,Prospect,,,,,,,(843) 448-9020,,,,,0,,,,Unknown,,, ,, ,,,9/23/2016,,created
40F0D7E1-83B1-4084-8012-A8A1D7A70CB3,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Wyndham Hotel Group,,New,Prospect,,,,,,,(973) 753-8643,,,,,0,,,,Unknown,,, ,, ,,,07-06-2016,,created
D38B9980-D1D5-4172-8712-A93B376F1CCF,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Four Points by Sheraton Houston Hobby Airport,,New,Prospect,8720 Gulf Freeway,,Houston,TX,77017,USA,713 948 0800,,,,http://www.fourpointshobbyairport.com/,79,,,,Property,Hotel,, ,, ,,,03-09-2016,,created
81719FA9-2705-4F2D-9F83-AAC8C8FB5EDE,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,"Crestline Hotels & Resorts, LLC",,New,Prospect,3950 University Drive Suite 301,,Fairfax,VA,22030,USA,571-529-6100,,,,http://www.crestlinehotels.com/,0,,,,Company,Managing Company,, ,, ,,BITAC Independant 2021 Virtual event,08-06-2018,,created
0658AD3A-896C-4AF3-A993-B2E7AF4E359A,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Odyssey Resorts,,New,Prospect,"Missabe Building, 227 W 1st St #650",,Duluth,MN,55802,USA,2187288060 x124,,,,,0,,,,Company,Managing Company,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,btv,6/23/2021,10/27/2022,created
194E87E2-788B-4E48-BA5E-B2F9BE5CD078,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Parkside Inn at Incline,,New,Prospect,,,,,,,(775) 831-1052,,,,,0,,,,Unknown,,, ,, ,,,06-01-2016,,created
5DB644A2-079C-4A2D-B9A7-B44CF7C850BC,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,East Palm Resort,,New,Prospect,,,,,,,(516) 906-1976,,,,,0,,,,Unknown,,, ,, ,,,6/13/2016,,created
D04AAC2D-672B-499E-AE8D-B6B6EC203F03,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,inn at the gorge,,New,Prospect,,,,,,,(541) 386-4429,,,,,0,,,,Unknown,,, ,, ,,,10/19/2016,,created
DAB8B9F2-1435-47DA-BA0A-B725215E8DEB,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,The Host Inn All Suites,,New,Prospect,860 Kidder St,,Wilkes-Barre,PA,18702,USA,(570) 270-4678,,,,,66,,,,Property,Hotel,, ,, ,,,06-09-2016,,created
EECDB731-DF5E-4CCA-94F5-B9C4B14B5D20,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Hotel Zelos,,New,Prospect,12 4th St ,,San Francisco,CA,94103,USA,(415) 344-3329,,,,,202,,,,Property,Advertising Co,, ,, ,,,08-05-2016,,created
7C037E89-D0CC-4D47-9CDD-C2DCFA6DEA88,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Lodgic Hospitality,,New,Prospect,601 W Texas Ave,,Webster,TX,77598-3319,UNITED STATES,(281)369-5749,,,amit.patel@lodgichospitality.com,,,,,,Unknown,,, ,, ,,,6/30/2016,,created
FA1CC5DB-CEA6-481D-A554-C3BAD5EDCC97,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,MAI TL INC,,New,Prospect,idk,,,,,USA,(504) 201-6265,,,,,0,,,,Company,Advertising Co,, ,, ,,,03-03-2018,,created
9BC4D5E7-849A-464A-991F-C66436E3921C,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Meadowood,,New,Prospect,900 Meadowood LN,,Saint Helena,CA,94574-9620,UNITED STATES,(707)967-1202,,,cantrell@sonic.net,,0,,,,Unknown,,, ,, ,,,6/30/2016,,created
F9EC0C4B-7177-4BA0-BBB7-C9EDC449A299,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Golden Nugget Las Vegas,,New,Prospect,129 East Fremont Street,,Las Vegas,NV,89101-5603,UNITED STATES,(702)386-8158,,,sprovence@goldennugget.com,,0,,,,Unknown,,, ,, ,,,6/30/2016,,created
675A5E96-F576-4C1E-83FF-D1DF80C0E217,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Pleasant Travel Service/Hawaiian Hotels & Resorts,,New,Prospect,2830 Borchard RD,,Newbury Park,CA,91320-3810,USA,(808) 270-9783,,,david.butcher@pleasanttravelservice.com,http://www.hawaiihotels.com/aboutus.cfm,0,,,,Company,Managing Company,, ,, ,,,6/30/2016,,created
20599EA9-B3EB-4D9C-8940-D2E4C096D8FD,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Cambria Hotels Jacksonville,LORGAVEN JAX HOSPITALITY LLC,New,Prospect,1479 Airport Road,,Jacksonville,FL,32218,USA,407-402-6560,,,,,125,Choice Hotels,Cambria,2/28/2022,Property,Hotel,FLG55, ,, ,,,04-10-2020,08-03-2022,created
E6ED629B-AF7C-44DE-AD4C-D4CD1A4B807B,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,"Inns-by-the-Sea, Inc.",,New,Prospect,,,,,,,(831) 625-8718,,,,,0,,,,Unknown,,, ,, ,,,08-10-2016,,created
B0D510E8-EAC3-466E-9041-D5057CDDE971,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Gaslamp Hotel Management Inc,,New,Prospect,202 Island Avenue Suite 126,,San Diego,CA,92101-6307,UNITED STATES,(619)709-4103,,,danablasi@yahoo.com,,0,,,,Unknown,,, ,, ,,,6/30/2016,,created
0C12816B-6DDA-4F9C-B523-D52B52A1811B,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Acosta,,New,Prospect,,,,,,,(918) 381-8148,,,,,0,,,,Unknown,,, ,, ,,,7/25/2016,,created
38928600-8055-466B-9198-D6906CCA5C10,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Royal Mansion Resort,,New,Prospect,,,,,,,(321) 784-8484,,,,,0,,,,Unknown,,, ,, ,,,06-12-2018,,created
6A9A8752-18EE-4CC0-83D0-D852BDA741A8,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Greenpoint Hospitality,,New,Prospect,540 Turquoise ST,,New Orleans,LA,70124-2533,UNITED STATES,(504)444-2682,,,davekrasner@hotmail.com,,,,,,Unknown,,, ,, ,,,6/30/2016,,created
59FC6826-CA46-48DE-AB84-D8D5B8328457,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,TMC Group,,New,Prospect,,,,,,,(424) 272-1020,,,,,0,,,,Unknown,,, ,, ,,,12/21/2017,,created
D065D585-D2B1-4DE3-8380-DC82DC1A5F54,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Four Queens Hotel and Casino,,New,Prospect,1,,,,,USA,(702) 387-5108,,,,,1,,,,Property,Casino/ Hotel,, ,, ,,,9/27/2016,,created
D7A07E5B-6CB5-45C4-88C0-E1FBEE646837,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Brookhurst Plaza Inn,,New,Prospect,,,,,,,(310) 728-5512,,,,,0,,,,Unknown,,, ,, ,,,11-11-2016,,created
F4B590A2-4A9B-4C08-A072-E2A8A43E36A0,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,CMIT Solutions of Wyoming,,New,Prospect,,,,,,,(307) 215-8800,,,,,0,,,,Unknown,,, ,, ,,,3/20/2018,,created
2BCB4CAF-4133-46C3-97C3-E6C026311C61,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,The Mayfair at Coconut Grove,,New,Prospect,,,Coconut Grove,FL,33133,USA,(305) 441-0000,,,,,1,,,,Property,Hotel,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,FROM QUOSAL   Hotel ,6/14/2017,4/26/2018,created
E0A16DA9-A4F5-4E76-83A7-E7C4F1FD94B0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Daniels Summit Lodge,,New,Prospect,Highway 40 Daniels Summit Pass,,Heber City,UT,84032,USA,(800) 519-9969,,,,https://www.danielssummit.com/winter-home,1,,,,Property,Hotel,, ,,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Lead from Danny.,1/27/2025,,created
345A0C32-27AF-4CB0-9FC1-E8E241133F8D,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Cozy cottages,,New,Prospect,,,,,,,(928) 202-2469,,,,,0,,,,Unknown,,, ,, ,,,6/20/2016,,created
3AA7D5D6-D42B-4863-BE2E-E94AB963E6D3,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Premier Inn,,New,Prospect,,,,,,,(623) 734-6953,,,,,0,,,,Unknown,,, ,, ,,,7/30/2016,,created
52259E74-560D-4068-99A7-EC66003BFE4B,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tyler Street Residences,Watkins Landmark Construction,New,Prospect,3337 Tyler Street,,Carlsbad,CA,92008,USA,(858) 259-1240 ,,,,,200,,,,Property,Condominium,, ,, ,,,08-07-2018,,created
76AE0BA7-8F65-4C15-A43A-F4F8A4058117,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Digital Media TCI,,New,Prospect,,,,,,,6492310693,,,,,0,,,,Unknown,,, ,, ,,,1/18/2024,,created
3C9B7323-A15C-4A64-9314-F6A757E6F6C0,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Coastal Hotel Group,,New,Prospect,15375 SE 30th Place Suite 290,,Bellvue,WA,98007,USA,206.388.0400,,,,www.coastalhotels.com,0,,,,Company,Managing Company,, ,, ,,Cold Call - Also attended HITEC,6/30/2016,,created
8AD55B40-D10F-4D73-841E-FA5F6C846DF7,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Madison Hotel,,New,Prospect,,,,,,,(901) 482-0890,,,,,0,,,,Unknown,,, ,, ,,,10-06-2016,,created
8E54B5A3-E859-49D2-95BF-FEC5B603BEB2,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Cerebrus Security,,New,Prospect,,,,,,,(305) 615-1329,,,,,0,,,,Unknown,,, ,, ,,,11-03-2016,,created
5448C771-346C-47F0-9033-010361AABBDA,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Lb Motel,,New,Prospect,,,,,,,(562) 218-4548,,,,,0,,,,Unknown,,, ,, ,,,8/19/2016,,created
EC0524C0-D076-4589-A839-0619D78E901F,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,La Quinta Inn & Suites by Wyndham Houston Bush IAH South,,New,Prospect,15510 John F Kennedy Blvd,,Houston ,TX,77032,USA,(281) 219-2000,,,,,150,La Quinta Inns & Suites,,,Property,Hotel,123, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,Show,08-12-2021,10/26/2023,created
E55A024A-AF44-4D3F-B519-0779B2D66A4F,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Yukon Inn,,New,Prospect,,,,,,,18676338528,,,,,0,,,,Unknown,,, ,, ,,,7/13/2023,10-06-2023,created
FC4C5925-6850-4DB2-83B5-08DFAF8069DA,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,HEI Hospitality,,New,Prospect,101 Merritt 7 Corporate Park,,Norwalk,CT,05851,USA,203-849-8844,,203-849-5918,,http://www.heihotels.com/,0,,,,Company,Managing Company,, ,, ,,,9/22/2016,11/29/2023,created
F4C530EE-BF5A-42F4-88E3-096F4E5064AB,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Tropic Seas Resort,,New,Prospect, 4616 El Mar Drive,,Lauderdale-By-The-Sea,FL,33308,USA,(954) 772-2555,,,,,20,Independent,,,Property,Advertising Co,, ,, ,,,3/15/2016,,created
006438DF-C23C-4F83-86D6-0D8E6CC24D33,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Boughton Hotel,,New,Prospect,140 Ocean Ave,,Kennebunkport,ME,04046,USA,(207) 967-3331,,,,,125,,,,Property,Advertising Co,, ,,Dave DeBroux,6CE13390-A6D7-43CB-BE5E-E4A2C4F3F748,HIS Contact form ,8/21/2021,10-10-2023,created
AF0A0DF6-D750-4BED-BE1C-0F9133E510CE,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,EZ Hospitality Management,,New,Prospect,2440 W State Road 84,,Ft. Lauderdale,FL,33312,USA,954-873-5240,,,,EZHospitalitymgmt.com,0,,,,Company,Managing Company,, ,, ,,,07-12-2016,,created
B9C4D52A-B92B-44BC-8FF4-0FA2F84EEFDC,Stephen Nichols,6481A1B6-3C7C-4489-841F-FA6E73A11321,Halekulani Hotel,,New,Prospect,2199 Kalia Rd,,Honolulu,HI,96815,USA,808.923.2311,,,,www.halekulani.com,453,,,,Property,Hotel,, ,, ,,Personal Relationship,6/30/2016,,created
4A3E26CA-6535-4660-8A25-10EAE5A0368A,Jack Nielsen,26E9224E-6C77-4BE7-8ABB-A4A578110777,Felcor Lodging,Centrada Solutions,New,Prospect,"545 E. John Carpenter Freeway, Suite 1400",,Irving,TX,75062,USA,972-444-4900,,,,www.felcor.com,0,,,,Company,Managing Company,, ,, ,,,05-09-2016,,created
