CRM Client Id,Salesperson,Salesperson ID,Company Name,Status,CRM Status,Street,Street2,City,State,Zip,Country,Phone Number,Phone2,Fax,Email,Website,Number of Rooms,Brand,Sub-brand,Estimated Opening Date,Company vs Property,CRM Property Type,New Property Type,New Company Type,Property ID,Lead Source,Lead Generator,Lead Generator,Source Notes,Created Date,Call Back Date
930182CF-9C43-4F9F-8436-7EB0ECF0CD29,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Quality Inn & Suites,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(713) 799-2436,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",6/25/2024,NULL
E2AFD46D-317C-4BF3-AE88-80AE2ED09B85,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Ames Motor Lodge,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(515) 460-2018,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",10/15/2024,NULL
792609A5-799B-4DDE-B23A-3518D3AC856A,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Venice Banyan House,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(941) 484-1385,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",11/3/2024,NULL
BCA80CFC-4470-4B61-8ACE-02E6FA5DF96B,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,advocates recovery services,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(425) 244-5023,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",6/19/2024,NULL
44BE7573-0D67-4C87-A1AE-BAA2732D34D5,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Sleep Inn & Suites,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(832) 807-9152,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",2/12/2025,NULL
3A06CF24-C215-4BB6-A475-61D8F7E0D5C8,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Feast And Rest,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(917) 845-1612,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",12/8/2024,NULL
49125D2A-7AFB-46DE-9F04-9E2A29AB1B4B,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Jamsan,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(339) 970-2901,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",4/10/2024,NULL
193F16E9-ACB0-45B0-9AA1-4A6DE6EED55C,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Pleasure Point Inn & Suites,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(601) 941-9234,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",6/12/2024,NULL
9C4F6FD0-C623-4EAF-BAC0-B2D8CF0B69B7,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,AVALON RESORT,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(954) 427-6611,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",1/29/2025,NULL
E4AC3D71-5301-42CE-B856-D052BCF9E845,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Pier House 60 Marina Hotel,New,Prospect,101 Coronado Dr,,Clearwater Beach,FL,33767,USA,(727) 683-0002,,,,https://www.pierhouse60.com/,200,,,NULL,Property,Hotel,Hotel,Property Itself,,Referral, ,NULL,"CRM Lead Source: Referral - Reseller, CRM Source Notes: ",6/4/2018,8/18/2022
2C90E444-595B-491D-9FE1-62DCC0F39D89,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Best western plus,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(713) 458-8060,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",7/24/2024,NULL
DC10DC90-05CA-4536-AF29-FC6EA216CA5A,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Best Western Rock Springs,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(307) 362-6623,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",3/29/2024,NULL
07A41E26-D788-4543-B6B8-CBCB80FD8F1A,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,La Quinta Inn,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,7189165780,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Old Website Form, ,NULL,"CRM Lead Source: GuestCast Demo Form, CRM Source Notes: ",3/20/2021,NULL
60047A72-0DA5-4C68-A684-70778C77C356,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,comfort inn & suites,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,9123813510,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Marketing Campaign, ,NULL,"CRM Lead Source: GuestCast - Summer 2024 email , CRM Source Notes: ",7/18/2024,NULL
2A57262C-A014-431A-B437-AC4A3D26B37C,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Stonebrooke Village,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,8607984574,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: Contact Us - MDU Managed WiFi, CRM Source Notes: ",10/3/2024,NULL
66453179-1B1B-4ED5-808F-DCBA6681FADC,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Axis Residential,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,5093817906,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: MDU Tech Internet Services Contact Form, CRM Source Notes: ",6/20/2024,NULL
97DE8765-F57A-4ECD-9E51-0DF5A9107C6E,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Washington Square Hotel,New,Prospect,103 Waverly Pl,,New York,NY,10011,USA,12127779515,,,,,152,,,NULL,Property,Hotel,Hotel,Property Itself,,Old Website Form, ,NULL,"CRM Lead Source: BeyondTV GuestCast Demo Sign Up Form [BTV Website], CRM Source Notes: ",8/7/2019,NULL
63257533-EDB2-418C-94D1-DDB0852F9CB2,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Tropic Star Lodge,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,4078430125,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: HIS Contact Form, CRM Source Notes: ",4/4/2023,NULL
70D864C7-5BD9-434C-8138-16B944A49B96,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,SLEEP INN & SUITES,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,3026456464,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Marketing Campaign, ,NULL,"CRM Lead Source: CHOICE Hotels GuestCast Single Vendor Email Campaign Spring 2023, CRM Source Notes: ",3/28/2023,NULL
0979114F-0EA4-48CC-A0AD-1261509CACEA,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Maverick Suites ,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,5084231599,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Old Website Form, ,NULL,"CRM Lead Source: BeyondTV Demo Request Form, CRM Source Notes: ",2/9/2023,NULL
6FE9947B-5EA5-445F-A42E-28183EBE1BCF,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,RESIDE Worldwide,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,15137201401,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Tradeshow/Conference, ,NULL,"CRM Lead Source: HITECH 2024 , CRM Source Notes: ",7/10/2024,NULL
3FC71E10-804A-4E6B-8C13-6CA626684F83,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,The Palms Hotel and Spa,New,Prospect, 3025 Collins Ave,,Miami Beach,FL,33140,USA, (305) 534-0505,,,,http://www.thepalmshotel.com/,251,,,NULL,Property,Advertising Co,NULL,Property Itself,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: I have served her hotel 3 cycles -- German owners",10/11/2016,NULL
A2B8A117-713C-48FD-9102-1B2CA02433CF,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Wood Partners,Contacted,Contacted,3715 Northside Parkway NW,Suite 4-600,Atlanta,GA,30327,USA,404.965.9965,,,,https://www.woodpartners.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",9/20/2018,NULL
ABE9718C-7C87-4928-82AC-DC5FFD60DC0D,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Royal Holiday Motel,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,5058629447,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Marketing Campaign, ,NULL,"CRM Lead Source: Best Western GuestCast - 2024 email, CRM Source Notes: ",8/29/2024,NULL
EBB60318-6811-4CB2-98E1-6C7CCBE339C3,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,"Willamette View, Inc.",New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,15036527347,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Marketing Campaign, ,NULL,"CRM Lead Source: GuestCast Demo Request Form, CRM Source Notes: ",9/29/2023,NULL
59C7E098-A6E5-4EF5-ACAF-2919D3EA24C3,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Vintage Cooperative of Ankeny,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(515) 205-6360,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",12/11/2024,NULL
AB1FA7A7-70E3-46BF-83E4-07240D40C3B3,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,Touchmark,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(503) 646-5186,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",12/10/2024,NULL
DBAE569F-E229-46C9-934B-16050683A9BC,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,The Atlantic Companies,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(470) 495-7839,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",5/9/2024,NULL
9AE37EE9-7400-4371-A034-F0B69BEC3FC2,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,CSW Development,New,Prospect,14 Corporate Plaza,Suite 210,New Port Beach,CA,92660,USA,(512) 861-3553,,,,https://www.cwscapital.com/development/,0,,,NULL,Company,Developer,Developer,Developer,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: Realpage",8/2/2024,NULL
1F0B0254-3E80-425F-8302-E6C6EC04E151,Stefan Prince,1731E44B-31D2-4E04-992A-5396A14D8BC4,CHP,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(615) 905-8951,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",7/17/2024,NULL
DDF577CE-EE2B-451F-9BA4-EE956C05F007,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Haven Homes Owners Association,Convert to opportunity,Contacted – Interested ,NULL,NULL,NULL,NULL,NULL,NULL,(906) 440-3446,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",10/23/2024,NULL
058F0687-4A4D-4C7A-91A5-A295D9968502,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,"HH Evans Street, LLC",New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(484) 903-3658,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",1/16/2025,NULL
4584D157-4A98-47BA-B390-90BAE6A3F4DD,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Wisconsin Management Company,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(608) 308-4202,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free MDU Wi-Fi Assessment, CRM Source Notes: ",2/3/2025,NULL
328E08A7-7AD5-4C0A-9CDF-FECFDDB77A19,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,PMP Manage,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,9495219031,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Free WiFi Assessment Form , CRM Source Notes: ",6/28/2023,NULL
379B71E2-4598-4032-83DF-9F294007C5CC,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Domos Co-Living,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,404-747-0298,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Free WiFi Assessment Form , CRM Source Notes: ",2/21/2023,NULL
BBF5166C-3BDE-4AAF-9D64-4A8836A0D3B5,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Campus Advantage,New,Prospect,110 Wild Basin Road,,Austin,TX,78746,USA,(512) 472-6222,,,,https://campusadv.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",8/16/2018,NULL
E04A871C-9075-40A0-9FDD-AC4EF26AE689,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,American Campus Communities,New,Prospect,12700 Hill Country Boulevard,,Austin,TX,78738,USA,512.732.1000,,,,https://www.americancampus.com/,0,,,NULL,Company,Managing Company,Managing Company,Management Company,,Referral, ,NULL,"CRM Lead Source: Personal Referral, CRM Source Notes: ",8/16/2018,NULL
AF31BEAC-F76F-4A40-AB3E-8C304CED3053,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Killam Apartment REIT,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,9028002158,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Old Website Form, ,NULL,"CRM Lead Source: BeyondTV Demo Request Form, CRM Source Notes: ",10/13/2022,NULL
7774C6C0-A7D3-47BE-9656-4EF67F7E640D,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Fairfield Residential,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,5402193545,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: HIS Website Contact Form, CRM Source Notes: ",12/6/2022,NULL
3CEDB87B-2F47-4DE9-BC17-F8D1B4F741EE,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Island Realty Group LLC,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,8082166520,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Marketing Campaign, ,NULL,"CRM Lead Source: MDU WiFi Email Fall 2024, CRM Source Notes: ",9/15/2024,NULL
87386AEF-DD38-458A-AD2B-10C5F14DEE29,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Friendship Manor,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,801-599-0187,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: Contact Us - MDU Managed WiFi, CRM Source Notes: ",10/29/2024,NULL
E47FEE2D-3F3B-46B0-8537-2828ED76C1CB,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Lofts at Saratoga Blvd,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,518-698-7189,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Marketing Campaign, ,NULL,"CRM Lead Source: MDU Fall 2022 - Dual Email, CRM Source Notes: ",11/10/2022,NULL
08FBB2D7-69DF-4C61-8193-2A946565359C,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Ruckus,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(612) 860-1457,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",2/29/2024,NULL
51228EE9-CECE-43F2-AE38-834EF750BDDD,Dustin Johnston,C9D09C63-60DD-4E43-95D2-76CB846D9484,Fortify Holdings,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,(503) 530-6480,,,,,0,,,NULL,Unknown,NULL,NULL,NULL,,Free Wi-Fi Assessment Webpage, ,NULL,"CRM Lead Source: Get your free Wi-Fi Assessment, CRM Source Notes: ",2/14/2024,NULL
E60AB9F4-D983-4B61-A9FF-464748298EB8,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,Red Chair Realty Management,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,303-761-3531,,,NULL,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: [Rebusiness email] MDU Tech Contact Form , CRM Source Notes: ",8/27/2020,NULL
475430A7-B62D-407D-8EA9-6CC82CB60EF0,Shayne Rose,3699428D-3A9C-419F-AA5C-7E0525476F3D,Bala,New,Prospect,NULL,NULL,NULL,NULL,NULL,NULL,6106096363,,,NULL,,0,,,NULL,Unknown,NULL,NULL,NULL,,Contact Us Webpage, ,NULL,"CRM Lead Source: [Rebusiness email] MDU Tech Contact Form , CRM Source Notes: ",8/27/2020,NULL
