ClientID,Services
EB1C7102-2287-4829-8034-66431954C8CD," BTV Streaming Purchase, Fusion Gateway, PMS Integration, Free-to-Guest TV System Purchase"
F9EC0C4B-7177-4BA0-BBB7-C9EDC449A299,NULL
2420616E-CE5B-4F4A-89A7-81F3B5A95E33,NULL
4B442085-F27D-4EB2-9E4F-B573B609D6FF, GuestCast Purchase
593DE5AB-BA95-4123-86D5-1363462B524A, GuestCast Purchase
935B2CF1-D04C-4405-A627-DA1CC251D85F,NULL
958040F2-0929-409A-8BA3-6530BAB14944,NULL
AFB9B168-70AC-48FD-B939-3385FA1D0A63, GuestCast Purchase
F7C27F7D-E9B2-47EE-9C42-0314E1701446,NULL
17A4F444-50EC-4A66-B29E-D06CD44CBA32,NULL
482B31CA-6589-49D4-96EF-BC69CBDD084E, WiFi Managed Service
6FDC74A6-9941-4924-97DF-4FAAB8874C8C, WiFi Purchase
A0A7474A-0369-49D2-A080-CD02610AB3AA,NULL
A9B98E11-CDA4-4E0B-83BA-4783708D6947,NULL
AFF473AA-6175-424A-BE43-03BFABC1E505,NULL
E60AB9F4-D983-4B61-A9FF-464748298EB8,NULL
F1FA2147-03A6-4289-9592-B42E157EFDAD,NULL
07A41E26-D788-4543-B6B8-CBCB80FD8F1A,NULL
0D45D59D-057A-4508-905E-0D03C88D4331,NULL
0D4E9CB8-B440-42E8-8240-0BB162C72693,NULL
149D0291-84EC-4134-9E12-5156E039DD95," All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Consulting, Bandwidth - ISP, WiFi Managed Service, Cabling"
5CE6AA52-50A6-4C76-B727-FAEC02FDBA48,NULL
60F56105-40A5-4794-B13C-019C7195F856,NULL
7C41D613-EE5C-49EE-B664-9E88E206353F, BTV Streaming Managed Service
D4D1095C-DFFF-48E9-82EB-D8B0589EF1F6, BTV Casting Purchase
8618B613-12A6-4D4C-AB24-FC8A7286C47A,NULL
A1F230D9-1681-46D7-B0B1-647849E6E4C3,NULL
B5CF3C5A-3E1E-4C73-B776-FB5779C95BF5,NULL
BA11E33C-2BA6-46BA-A12A-2304DA620699,NULL
C182C51E-5DB1-4E91-B48F-131A970FD47A,NULL
DECA9564-651D-4993-B289-00FD6C6225E8,NULL
E5C593F9-56FD-4038-9FC1-2CCA0C10A0F2,NULL
00531B8F-224C-4477-82F3-CCB977C5703C,NULL
0D29237A-3BA3-46E4-BA8E-B19AA6F23BCF,NULL
188CD294-E77B-4F88-A69F-DBF693677865,NULL
25E3E1EF-E127-454D-8F3E-6B0BF0EA719E,NULL
2D3D2111-C26D-4585-A304-157650973A8E, GuestCast Purchase
317FB7DE-AB4F-46F3-939D-90DE60F59AF4, GuestCast Purchase
60C99314-1F13-4602-8A24-0F867E1FFD5C,NULL
6FBF3AA5-003C-4B8D-99FC-D3CCAEED35FD,NULL
B89A8D56-F720-415C-BC42-8A2DFABC4C91,NULL
BAAAF56A-FB10-4B80-97DA-9861FD839EF3,NULL
F5F05045-1F1D-44FE-9C00-2D50BE72D74E,NULL
2AE6A75A-39A6-469A-8E48-9FE30B77B8F4,NULL
4463A69D-7089-4AC9-8D22-17B30A741642,NULL
499159C5-5B90-4B7A-8DC0-BB6DF7EAF336,NULL
5EBE4EF6-16E7-4E26-99D6-4D0C47848B81,NULL
AB97FF54-697E-48CB-908A-7E9AC235E21C," Cabling, WiFi Managed Service, Consulting, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
B399E028-4ABC-4DF8-94F5-CFB0579E89B6, WiFi Purchase
BA7820DB-54EB-492E-981E-FA9660BDFF87,NULL
062CFA84-D113-488B-8C12-F1E5C99B3FBD, BTV Casting Purchase
07149467-6B53-4A18-88B1-DB2A4F5C5D05, Other
18E2C7EF-2E6B-4A9B-B02A-0BD05727A69F,NULL
4EA87B52-B0CA-4294-9B47-D212C9101BE3,NULL
4F2D75AF-3B55-434C-BF53-138607C4CAF0,NULL
90407586-C555-4322-A74A-4D6D1EEAEFD4," All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), WiFi Managed Service, Wifi Upgrade (Equip & Install), Bandwidth - ISP"
F5EE4B1F-28D9-45B5-B3B0-616E64A07106,NULL
F81CA3C2-496C-4E90-8482-9E4898933FFA,NULL
AA27C246-08EC-4904-A479-1955CFBAE7B8,NULL
AC04F0DA-395D-4AE6-8B5B-740A423B9599,NULL
BF8BB7CF-268A-4833-9753-8FEF79A44790,NULL
D304716D-18E4-4346-BFD8-FB2BDA132094," Bandwidth - ISP, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), WiFi Managed Service, Cabling"
E0EF6EF7-E7FA-4751-971C-25D22482AF64, WiFi Managed Service
F5CDE306-2D1B-40AA-89FB-31C0D558D372," All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), WiFi Managed Service"
06B8E195-1130-41DF-BF12-7760B7BDB07F,NULL
1B96FA2D-92DE-4825-8C71-811C31576440,NULL
3E9F4BA3-0656-4A7B-BFA5-C043911F3781,NULL
64D21FF9-F529-4367-8EED-3312BC852F4F,NULL
AF8F981D-1606-494A-928C-5F27C34CA493,NULL
B5DA7A97-FE66-4BDD-B3E7-4FA8099792B3," GuestCast Purchase, WiFi Purchase"
C408611C-09E2-47C0-8AF8-DBE2B1F4950F," Consulting, Bandwidth - ISP, WiFi Managed Service, Cabling, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
FC9431D3-E471-4C8A-910E-0B4FF8B9112E,NULL
07EFBB6A-9DF2-42A7-88EE-2DACB3CB1E54,NULL
336EAE34-1E14-4C0C-A471-9A1F9001B6EA," All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), WiFi Purchase"
75599DBD-2EAE-44CC-8C94-24BD49D27EEA," WiFi Managed Service, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
B99CD014-1830-45E1-A248-A250AF9A448A, BTV Casting Managed Service
43760E72-CE9B-40B9-8D15-F3F9E9F082F6,NULL
5E7D04CC-B06A-4F42-BF98-18C830BEF1DB,NULL
9E9A0E3D-EAB5-4574-8077-A386DBE2F865, BTV Legacy Managed Service
A21D8709-DA88-4ECB-842F-79CEDD683962,NULL
A78F8568-484E-402F-9DAD-1F92F3EF42B9,NULL
A82365CE-7FBD-4B29-9E8F-CAB6775ECE81,NULL
CB3FA004-26C8-461D-99AE-ED9A608670C5,NULL
E21A0F94-053F-49F7-A216-004AB19EEC65,NULL
EF38B1DF-0B33-4B7F-9D88-3E64B86FE1E1,NULL
160DDF7C-60A5-47B6-A54F-8A90489A3C43,NULL
41816346-BF39-441A-8500-735E27686654,NULL
4576B914-7634-457E-9A72-D4951C181206,NULL
509CEC48-6A5E-4D8F-A85F-8B01EA77BF57, Equipment Only
6730317A-CF77-4779-BF69-D869DFE2E95B,NULL
82A1F4EE-C24A-48B7-B30C-0AD65BCF59BC,NULL
83D29ED7-3AA5-4A9E-8B15-CF91E7EB75C5,NULL
887013ED-0B1D-48CF-BA97-32B8683BB6C5," Bandwidth - ISP, Cabling, WiFi Managed Service, DirecTV Stream, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
C19E692E-FF08-43BB-A05E-E27933E6B7E3, WiFi Purchase
26C5EC5C-467F-4A1F-9F80-246F24349BA9, BTV Casting Managed Service
27EB2B27-325E-4372-A586-BFBF0D7FC3E8,NULL
31FDE3E5-6587-48D2-B9E3-58FF469CCEC7,NULL
46409E91-10C5-4EC6-A774-3C0BFC60C64A,NULL
58A0F33E-04EA-4CD6-B6BB-AE00C59488EA, BTV Streaming Purchase
60047A72-0DA5-4C68-A684-70778C77C356,NULL
69220C49-BF1A-4714-8675-70B08D84F7A6,NULL
8994A6A5-6D9A-453B-B1BF-7FEDF125CEDC,NULL
B4C4974D-C78F-4290-BC32-16D293ACAA7D,NULL
DE4869FA-BC40-437F-A6F5-14B5049427D7,NULL
E085DF25-232E-4BB0-B46F-5F0F47E2B766," WiFi Managed Service, DirecTV Stream"
3A2B884B-5DE0-458A-BD48-03ABB035416B,NULL
3B4EE1AF-42F2-41EC-92FD-05F2E9BF8B11,NULL
53941CB7-C85D-4361-A551-D34A5D60202B, GuestCast Purchase
6AAE5C0B-4F19-4FA1-8191-17DB0D38E556,NULL
766E8004-0EAC-41C3-A78E-827DC3CBE98E,NULL
CE938236-AC00-4F45-89B4-477E893A063C,NULL
D3D66D4F-52C2-49CB-95C2-8D66C1E32B90,NULL
EFCCD85A-1C94-4B26-9EBB-7CE55CDCB576, BTV Casting Managed Service
F345D089-90A1-40E9-9E41-31C31DB02263,NULL
1F68294A-B1C7-4733-B3B3-793D36062A7C,NULL
2267C8B9-B941-4890-BA8F-497F0FCC6EAC,NULL
292C0DBE-08CC-4EE5-8FC5-707F67889737, BTV Casting Managed Service
33FDB42A-8965-48CE-B7B2-3ABCFC151F93,NULL
663BCB3E-F9D3-421F-BCF9-B2BA1C7FCA0A,NULL
784871E8-49D1-40B1-8BF1-A575F7F664C0,NULL
8FF470E4-A4FB-4310-A91A-3DDBD11F5B49,NULL
A2EA2156-476B-464F-A60C-56AD6140BDB8,NULL
C00FC490-4742-403F-B5C5-7C8CD184DF00, WiFi Purchase
D5E5AB87-DA77-497E-B830-5DA5BC3F863A,NULL
E4675174-54A9-4F0F-A8DC-AFEDFB1C71CB,NULL
FCCD1928-726D-4159-A5D6-8908D5336058,NULL
0818FDC4-D654-47EF-BEA3-9E0EB582F762, DirecTV Stream
2042C541-649D-4E4F-BC9A-F4219D843E1E,NULL
2209E74F-F14C-47F5-A6EC-7BB5275514F3,NULL
36FEDF42-586D-4D5F-A9D0-8DDD8FCA3C81,NULL
3B5AB576-7634-4BC1-8B73-F9D098CCC13B,NULL
4A3E26CA-6535-4660-8A25-10EAE5A0368A,NULL
5203E6B3-04F6-41DE-80F8-AAC7FD2B2706,NULL
559AC759-D4CE-468F-A89A-606A634C2B0A,NULL
58375390-D0D3-487A-B608-7CD9059E9B6D,NULL
EA89EE01-676B-4E95-B7A5-70F0BE9EFD60,NULL
0B409470-9A79-43BC-ACC5-97E796A8D164,NULL
A84724D6-F95F-492E-A201-3E0BDB6473C0, BTV Casting Managed Service
BDC1E15B-E052-4057-B8A6-EAB60F0C5245,NULL
C9E8DF67-AA93-4076-8506-B3426BE82EE4,NULL
C9FE26DA-3795-4866-B59C-50B44B9E30BA," WiFi Purchase, GuestCast Purchase"
D29F3D1D-EE24-4AF2-AD79-EA59F88B1472,NULL
DA926FDB-4E51-442E-9C3D-9BD82D3836D4,NULL
F98F23B0-8801-4CF3-A1B3-05060E77DC8E,NULL
193F16E9-ACB0-45B0-9AA1-4A6DE6EED55C,NULL
2CB374FC-164A-4569-8593-26546B38BB62,NULL
576991AC-4A16-488D-A072-CA8E667E8BBD,NULL
75239DC2-38B9-42D8-A400-A959CD826C32,NULL
8243C77F-76F5-42B0-89DB-CCF2E8F04CAC,NULL
9BC4D5E7-849A-464A-991F-C66436E3921C,NULL
E7C072EA-8DB0-40CE-B14F-4235A2A7FACC," GuestCast Managed Service, GuestCast Purchase"
FB865BF3-DBF1-4125-B719-C22C77B1590E,NULL
2528FC6D-71D8-4787-BAB8-15EFEDE0797F, WiFi Purchase
31C9C0BE-F273-4EB8-83FB-F87F28BB0FB8,NULL
637D4E2A-B4DD-4646-8477-6B019FD8EEF4,NULL
AC3BA8A7-74C3-4BB3-A939-AC2FF6F86738,NULL
ADD6AE98-9074-439E-960E-ED16A2245A83, WiFi Purchase
C9CAC66B-F3CB-4B83-9F28-8C9FB05F33BE,NULL
CC6B38E6-7BCE-498D-A405-A7090A150313,NULL
021BF431-8D0F-48DD-843D-2B29315AFF36,NULL
194E6153-7C9F-4136-B3A7-16DF776F60CB,NULL
2417B4F5-FD38-4B1B-834E-9008DA1B6A52,NULL
275CA753-AF5E-4760-8F79-373722550B7E,NULL
3A610F94-AB36-4DF8-8E2E-9B080A9BA1A0,NULL
978B50F8-7657-41C9-98B0-08094CE94D59,NULL
E6CE61FA-AE2E-41D5-8C78-17D95BF118C3,NULL
2AD1E459-DE92-45D6-95F7-2E59DE311FEE,NULL
41D30497-29C0-464D-8BC1-1DD174F6CD5A,NULL
49125D2A-7AFB-46DE-9F04-9E2A29AB1B4B,NULL
59C7E098-A6E5-4EF5-ACAF-2919D3EA24C3,NULL
5C219CE9-B7E4-47F0-9A5B-4F95C8BDE9C7,NULL
A04FD76C-E496-484B-8620-128DA78BD304,NULL
B3B04079-7715-485F-BE16-55D474796181,NULL
C2C13795-5BF2-4D76-94ED-C2ED3974ED50,NULL
CEB56DF4-E30F-4BA3-AFBE-DA56844948B5,NULL
F1F63548-56A5-4A44-BAC0-EA30DDA8D27D, Tent Cards
2B691A81-B226-491C-8378-92AD69922621,NULL
34D1C7EB-A673-46D0-82D2-2DD4935C9826,NULL
48454655-BD58-4968-BA6F-ED9FE2E02E68, WiFi Purchase
A39E1069-C35B-450A-B67A-1C0741A62EB6,NULL
B77F6FE2-71EB-461E-8C2E-D10F4B38B228,NULL
D940B33D-96F6-4A91-A003-90C759E76B7A,NULL
DF54CAFD-BD13-494F-A7E3-F6D60633AC65,NULL
0F123B79-15E3-41AD-96BB-41B53BF3E523,NULL
4C85A2E5-C819-474F-9CF8-7A5EE8B5B89A,NULL
6DF98EFF-B2E7-400E-9E10-3243C3183AB8," WiFi Managed Service, Consulting, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Cabling, Bandwidth - ISP"
7011C2CA-CA51-4305-A2BD-00729DB9CBB3,NULL
81BE48B4-A75F-48CB-9C15-1D51D5900F5E," BTV Streaming Managed Service, BTV Streaming Purchase"
9E5649F7-F811-4ED6-8DD4-5FB2107608CE,NULL
EAD9977A-C69A-4506-96D3-4545186518AA,NULL
0C9CEE14-BCFA-46D1-B04B-CA0F22EB893D,NULL
1CC6BAF6-A315-4663-822B-0B3F3BAA57BA,NULL
29C647E4-6727-478A-A146-69BABA044622,NULL
41E9941B-A2C2-4C61-9B97-EC7C88CA22E7,NULL
458DCF89-64A9-408F-9A56-731870DB3817,NULL
71D80C79-931A-47B6-849E-4E168742CFD9,NULL
8CB5538A-9510-4612-BBA0-64DDFFAFDEB3,NULL
A9B1033A-844E-4287-B7EE-AB09306E0436, WiFi Purchase
C6C92955-5750-47D1-9E95-CB4FE18C2F27,NULL
DF45121B-48C4-4978-A62F-DE4430E3AE1E,NULL
E6ED629B-AF7C-44DE-AD4C-D4CD1A4B807B,NULL
FBEDDA17-DF19-4EA3-8D12-9FDDCD63F9BC, WiFi Purchase
332AA25A-9408-49AF-AF18-EF9D11420A9C,NULL
34E868F6-69C6-4872-BD9A-B0EA3CCD7686,NULL
3A2A01DC-F902-463A-86D1-CB53737ABC82, WiFi Purchase
8268B4A0-70BB-4162-92F7-F05747668199,NULL
C04F9BF8-CC1E-4643-B1BD-D3E5C6AA7E46,NULL
C2C2784A-799D-466A-BC2D-4B8175D7286B,NULL
CF8EA591-D233-47F0-92B1-7CB4016B94B0,NULL
11F1D350-2966-4DC5-BE4A-32F8F253E424,NULL
2F930761-1602-41A5-86D2-E973D813A4EF,NULL
57BCDB01-CFED-4EFF-BFC2-DE8730CD94E6,NULL
8C233BFA-E19E-47EA-BD59-2BEE3C08B7E2,NULL
ABCB9DA4-5523-4854-8437-730D1A21DDA0,NULL
B55D16ED-179D-4EDF-A384-7D871B957B1C,NULL
DF87970E-EC82-412C-B433-7F7E55D2DC5B,NULL
E02E4635-4A1C-4F60-95B8-1745F911CBE0,NULL
B8F57E45-0ACC-486C-9407-7E8C91C73FB3,NULL
BB3C65E8-5585-4429-BD6F-32CE98CC48AC,NULL
BD6D81F3-E24A-4FDD-8CF1-D001EECED56A,NULL
C138781C-3CD4-4983-8215-0C5522ED2476, WiFi Purchase
C16EA4DF-ACE9-438F-B279-71159C3CCBFB,NULL
C323DC8C-C8A2-4563-A112-3D3EFF5B4B17,NULL
2D27ECE5-A639-4E15-A856-526BB065530F,NULL
3A06CF24-C215-4BB6-A475-61D8F7E0D5C8,NULL
63A93BB7-0E3E-4A52-82DA-75CA33D154EE,NULL
81719FA9-2705-4F2D-9F83-AAC8C8FB5EDE,NULL
8F6A46EE-9A98-4359-B6A0-9691F5D0177D," BTV Streaming Managed Service, BTV Streaming Purchase"
98104CF1-8461-45A7-B2B4-30675A841CF3,NULL
98630A1A-4EFF-446A-B6C7-3183FC5DB741,NULL
F849E84A-A291-4D4E-8197-28E91BBE920D,NULL
223C6AF9-6857-426C-93A7-549FB1B85735," All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards), Consulting, WiFi Managed Service, Bandwidth - ISP, Cabling"
6E91D6B9-1592-4ECE-9965-A00CB1A068F5," WiFi Managed Service, Bandwidth - ISP, Consulting, Cabling, All Support Services (Monitoring, 24/7 Guest Support, Portal, Tent Cards)"
78EB0579-0CED-492D-B3EA-060D1EA43A06, GuestCast Purchase
96D11F69-4CCC-43E9-BF9B-F851997CFFD3, WiFi Purchase
96E39168-C7D3-420E-92C5-CAC44F596FD1, BTV Casting Purchase
9A58A114-D881-4240-B370-3E71EF6A75BE,NULL
A7CF9363-B772-4E5E-B6C7-76733293F0C3,NULL
FB4184F9-1372-46EE-AF50-22495003989D,NULL
041B7CA1-B4B5-487C-8223-DFF217193495," WiFi Purchase, WiFi Purchase"
0A783E80-99EB-409F-9E5F-1AFE842E21E9, BTV Casting Managed Service
2617F14D-22A8-4EA8-BBBB-A63452594F96,NULL
456871A9-A0AE-4302-AE92-B28A993D6ADF,NULL
6181BA2F-1421-4888-A5C7-087A589D6CF4,NULL
6E5B1F13-3F9A-4F7A-A914-F194F57237EE,NULL
D6C81BAF-8129-4241-A408-357DD63B607F,NULL
D84FEE2E-FE9C-48DB-8A4E-F1C6C779A929,NULL
DD165893-F9A7-4C2B-A4A2-8FF57EA3F576, WiFi Purchase
F43CAD73-3AF0-4BA7-9EFA-D9B79F1C2F62," DirecTV Stream, WiFi Managed Service, WiFi Purchase"
7E5566E3-2E9A-4EE3-93BA-CD4BC7D7CA8B,NULL
7EF6050F-432E-46F4-A4C9-1898B38527A1,NULL
86840A66-968B-4834-B34E-DA8D5518C00B,NULL
87B5832B-1DA0-4953-9CEC-C6BC80AAFF02,NULL
